block,wordIndex,romaji,jp,audio,english,mnemonic,spokenRank
2,20,gakkou,学校,がっこう,school,“GACK! Go to SCHOOL.” → gakkou.,282
2,21,toire,トイレ,といれ,toilet,TOI-RE sounds close to TOILET. → toire.,1708
2,22,densha,電車,でんしゃ,train,DEN’s riding the TRAIN. → densha.,512
2,23,kuruma,車,くるま,car,The CREW are in my CAR. → kuruma.,193
2,24,mizu,水,みず,water,MIZZY always carries WATER. → mizu.,379
2,25,gohan,ご飯,ごはん,meal / rice,"“GO, HON — the MEAL is ready.” → gohan.",1544
2,26,niku,肉,にく,meat,NICK eats MEAT. → niku.,1339
2,27,sakana,魚,さかな,fish,A SACK full of tuna: FISH. → sakana.,652
2,28,yasai,野菜,やさい,vegetables,"“YES, I eat VEGETABLES.” → yasai.",
2,29,kudamono,果物,くだもの,fruit,“COULD A MONkey eat all that FRUIT?” → kudamono.,2067
2,30,koohii,コーヒー,こーひー,coffee,KO-OH-HEE sounds like COFFEE — it’s a loanword.,540
2,31,ocha,お茶,おちゃ,tea,"“OH, CHA!” CHA is TEA. → ocha.",1088
2,32,nani,何,なに,what,"The NANNY asks, “WHAT?” → nani.",12
2,33,dare,誰,だれ,who,“DARE I ask WHO?” → dare.,66
2,34,itsu,いつ,いつ,when,“IT’S… WHEN?” → itsu.,71
2,35,doushite,どうして,どうして,why,“DOES SHE… WHY?” → doushite.,64
2,36,dou,どう,どう,how,“DO… HOW do I do it?” → dou.,55
2,37,ikura,いくら,いくら,how much,“EEK! Really?” at the price: HOW MUCH? → ikura.,55
2,38,hai,はい,はい,yes,Say “HI!” and YES at the same time. → hai.,74
2,39,iie,いいえ,いいえ,no,“EEE-EH… NO.” → iie.,26
2,40,arigatou,ありがとう,ありがとう,thank you,ARI GOT you a gift — say THANK YOU. → arigatou.,82
2,41,sumimasen,すみません,すみません,excuse me / sorry,"“SUE, ME? I said EXCUSE ME!” → sumimasen.",114
2,42,gomen,ごめん,ごめん,sorry (casual),"“GO, MEN — SORRY!” → gomen.",114
2,43,daijoubu,大丈夫,だいじょうぶ,okay / all right,"“DIE, JOE? Boo!” No — he’s OKAY. → daijoubu.",29
2,44,chotto,ちょっと,ちょっと,a little,A tiny SHOT-O: just A LITTLE. → chotto.,97
2,45,motto,もっと,もっと,more,Your MOTTO is “MORE!” → motto.,107
2,46,hontou,本当,ほんとう,really / true,"“HON, TRUE?” REALLY? → hontou.",90
2,47,tabun,多分,たぶん,probably / maybe,“That BUN? PROBABLY.” → tabun.,133
2,48,onegai,お願い,おねがい,please / request,ONE GUY keeps saying PLEASE. → onegai.,117
2,49,mata,また,また,again / also,Put the MAT down AGAIN (not mou/already). → mata.,151
3,0,mo,も,も,too / also,"""ME TOO!"" — add も after your name. → mo.",101
3,1,kesshite,決して,けっして,never,"""KETCHUP? NEVER on sushi!"" → kesshite.",102
3,2,soba,そば,そば,by / beside,Stand BY the SOBA shop door. → soba.,103
3,3,hito,人,ひと,person,"""HE told"" that PERSON. → hito.",104
3,4,owaru,終わる,おわる,end / finish,OWARU — END / finish → owaru.,288
3,5,ai,愛,あい,love,"""I"" LOVE you — AI (love). → ai.",106
3,6,sarani,さらに,さらに,more / furthermore,"""SIR, ANOTHER one?"" MORE, please. → sarani.",107
3,7,mitsukeru,見つける,みつける,find,MEET SUKI and you will FIND her. → mitsukeru.,108
3,8,shigoto,仕事,しごと,work / job,SHE GOes TO WORK. → shigoto.,109
3,9,totemo,とても,とても,very,"""TOTALLY!"" That is VERY true. → totemo.",110
3,10,saru,去る,さる,leave / go away,The monkey (saru) has to LEAVE. → saru.,22
3,11,kesu,消す,けす,erase / turn off,KESU — ERASE / turn off → kesu.,218
3,12,san,さん,さん,Mr. / Ms. (honorific),SUN rises for MR. Tanaka — add さん. → san.,113
3,13,sumanai,すまない,すまない,sorry,"""SO MAHNAI"" — I am SORRY. → sumanai.",114
3,14,tamesu,試す,ためす,try,TAME this — TRY it first. → tamesu.,115
3,15,hi,日,ひ,day,The sun (hi) marks each DAY. → hi.,116
3,16,douzo,どうぞ,どうぞ,please (offering),"""DOUGH, ZO!"" PLEASE, help yourself. → douzo.",117
3,17,mochiron,もちろん,もちろん,of course,MOCHI? Of COURSE! → mochiron.,10
3,18,doredemo,どれでも,どれでも,any (whichever),DORE DEMO — ANY (whichever) → doredemo.,119
3,19,dake,だけ,だけ,only,DAKE keeps ONLY one cookie. → dake.,120
3,20,matsu,待つ,まつ,wait,MATT waits. → matsu.,121
3,21,kara,から,から,because / from,KARA — BECAUSE / from → kara.,70
3,22,ni,二,に,two,Count to TWO: に. → ni.,123
3,23,beki,べき,べき,should,BACKY — you SHOULD do it. → beki.,124
3,24,tasukeru,助ける,たすける,help,TASK? I will HELP you. → tasukeru.,125
3,25,desae,でさえ,でさえ,even,DAY SAY EH — EVEN I can do it. → desae.,126
3,26,kikoeru,聞こえる,きこえる,hear / can hear,KEY GOES clear — you can HEAR it. → kikoeru.,28
3,27,kanjiru,感じる,かんじる,feel,CAN YOU FEEL it? → kanjiru.,128
3,28,takusan,たくさん,たくさん,much / many,TUCK SUN away — so MUCH stuff. → takusan.,129
3,29,okoru,起こる,おこる,happen,"OH, COR! What will HAPPEN? → okoru.",130
3,30,sama,様,さま,sir / lord (polite),SAMA bows to SIR. → sama.,131
3,31,jinsei,人生,じんせい,life,JIN (person) + SEI (generation) = LIFE. → jinsei.,132
3,32,kamoshirenai,かもしれない,かもしれない,might,CAMO? She RENAI — it MIGHT be hidden. → kamoshirenai.,210
3,33,kami,神,かみ,god,CAMI sees GOD in the shrine. → kami.,134
3,34,nandemo,何でも,なんでも,anything,NANI DEMO — ANYTHING goes. → nandemo.,135
3,35,korera,これら,これら,these,CORE ERA — THESE things here. → korera.,136
3,36,yoru,夜,よる,night,"""YOU are up at NIGHT."" → yoru.",137
3,37,tsuzukeru,続ける,つづける,keep / continue,TWO ZOO KEEPers CONTINUE working. → tsuzukeru.,138
3,38,atarashii,新しい,あたらしい,new,"At a RUSH, she buys a NEW one. → atarashii.",139
3,39,nanimo,何も,なにも,nothing,NANI MO — there is NOTHING. → nanimo.,140
3,40,oku,置く,おく,put,"""OK, PUT it on the table."" → oku.",141
3,41,toshi,年,とし,year,TOSH counts another YEAR. → toshi.,142
3,42,hairu,入る,はいる,enter / go into,HIGH! You are going INTO the room. → hairu.,22
3,43,tazuneru,尋ねる,たずねる,ask,TAZ NEAR you to ASK. → tazuneru.,144
3,44,saisho,最初,さいしょ,first,"SIGH, SHOW me the FIRST one. → saisho.",145
3,45,korosu,殺す,ころす,kill,CROW SUE — dark word for KILL. → korosu.,146
3,46,hoka,他,ほか,other,HOOK A different OTHER one. → hoka.,147
3,47,tomeru,止める,とめる,stop,"TOM, MERcy — STOP the car. → tomeru.",148
3,48,sugoi,すごい,すごい,great / amazing,SO GO! That is GREAT! → sugoi.,149
3,49,mae,前,まえ,before / in front,MAY I go BEFORE you? → mae.,13
4,0,mata,また,また,again / also,"""MAH, TA?"" — AGAIN? → mata.",151
4,1,mada,まだ,まだ,still / not yet,MADA is STILL not done. → mada.,27
4,2,uchi,うち,うち,home,"""OUCH, I'm HOME."" → uchi.",153
4,3,ko,子,こ,kid,KOala KID. → ko.,154
4,4,onnanoko,女の子,おんなのこ,girl,ONNA NO KO — that GIRL. → onnanoko.,155
4,5,otokonoko,男の子,おとこのこ,boy,OTOKO NO KO — that BOY. → otokonoko.,156
4,6,kuso,くそ,くそ,fuck / shit,KUSO — FUCK / shit → kuso.,157
4,7,sorera,それら,それら,those,"SORE, RA — THOSE over there. → sorera.",158
4,8,yori,より,より,than,YOGURT is better THAN milk — より. → yori.,159
4,9,atari,あたり,あたり,around,ATARI — AROUND here. → atari.,160
4,10,saigo,最後,さいご,last,"SIGH, GO — the LAST one. → saigo.",161
4,11,hanareru,離れる,はなれる,leave / separate,Leave / SEPARATE → hanareru.,111
4,12,tomodachi,友達,ともだち,friend,TOMO is my FRIEND. → tomodachi.,163
4,13,ee,えー,えー,uh,"""EH?"" — UH, let me think. → ee.",164
4,14,imamade,今まで,いままで,until now / so far,IMA MADE — until NOW / so FAR → imamade.,36
4,15,warui,悪い,わるい,bad,WARUI — that is BAD. → warui.,166
4,16,shinakya,しなきゃ,しなきゃ,must / have to,SHE NAH KYA — you MUST do it. → shinakya.,14
4,17,au,会う,あう,meet,"""AH, U MEET!"" → au.",168
4,18,ookii,大きい,おおきい,big,OH KEY — so BIG. → ookii.,169
4,19,ato,あと,あと,after,"""AH, TOO"" — AFTER that. → ato.",170
4,20,nagai,長い,ながい,long,"NAH, GAI — so LONG. → nagai.",171
4,21,basho,場所,ばしょ,place,BA SHOW me the PLACE. → basho.,172
4,22,shinjiru,信じる,しんじる,believe,"SHIN, JEER? I BELIEVE you. → shinjiru.",173
4,23,karera,彼ら,かれら,they / them,THEY / THEM → karera.,38
4,24,itsumo,いつも,いつも,always,EAT SO MO — ALWAYS. → itsumo.,
4,25,zenbu,全部,ぜんぶ,everything,ZEN BU — EVERYTHING. → zenbu.,176
4,26,aitai,会いたい,あいたい,want to meet,Want to MEET → aitai.,46
4,27,fun,分,ふん,minute,One FUN MINUTE on the clock. → fun.,178
4,28,iine,いいね,いいね,nice,EE NE — NICE! → iine.,179
4,29,hajimeru,始める,はじめる,start,"HA, JIMMY — START! → hajimeru.",180
4,30,namae,名前,なまえ,name,"""NAME, eh?"" → namae.",181
4,31,okane,お金,おかね,money,"OKAY, NE? Need MONEY. → okane.",182
4,32,ugoku,動く,うごく,move,"YOU GO, KU — MOVE! → ugoku.",183
4,33,onna,女,おんな,woman,"""Oh, Nanna!"" — a WOMAN. → onna.",184
4,34,ippai,いっぱい,いっぱい,a lot / full,EAT PIE — a LOT. → ippai.,185
4,35,kiku,聞く,きく,listen / ask,KEY COOL — LISTEN up. → kiku.,144
4,36,todomaru,留まる,とどまる,stay,"TO DO, MARU — STAY put. → todomaru.",187
4,37,hashiru,走る,はしる,run,"HA, SHE RUNS. → hashiru.",188
4,38,yasashii,優しい,やさしい,kind,"YAS, A SHE — so KIND. → yasashii.",189
4,39,furui,古い,ふるい,old,FUR UI — OLD coat. → furui.,190
4,40,miseru,見せる,みせる,show,"ME, SEE RU — SHOW me. → miseru.",191
4,41,heiki,平気,へいき,fine / okay,"HEY, KEY — I'm FINE. → heiki.",73
4,42,kuruma,車,くるま,car,KURU MA — the CAR. → kuruma.,193
4,43,asobu,遊ぶ,あそぶ,play,"AH, SO BOO — let's PLAY! → asobu.",194
4,44,yaa,やあ,やあ,hello / hi,YAA — casual HELLO! → yaa.,195
4,45,mottekuru,持ってくる,もってくる,bring,"MO, TAKE, KURU — BRING it here. → mottekuru.",196
4,46,oboeru,覚える,おぼえる,remember,"OH, BO EH RU — REMEMBER this. → oboeru.",197
4,47,sumu,住む,すむ,live (reside),SOOM — I LIVE here. → sumu.,198
4,48,otousan,お父さん,おとうさん,dad / father,OTO-SAN — FATHER / dad. → otousan.,199
4,49,motsu,持つ,もつ,hold,MO TSU — HOLD it tight. → motsu.,200
5,0,yaa,やあ,やあ,hello / hi,"""YAA!"" — casual HI when you spot a friend. → yaa.",195
5,1,tootte,通って,とおって,through,TOO LATE — went THROUGH the tunnel. → tootte.,202
5,2,mai,毎,まい,every,MY niche — EVERY day. → mai (毎日 mai-nichi).,203
5,3,wakaru,分かる,わかる,understand,"When you don't understand: ""WAKA? nah…"" → wakaru.",204
5,4,san,三,さん,three,Count to THREE: san. → san.,205
5,5,akachan,赤ちゃん,あかちゃん,baby,Aka-CHAN — a BABY. → akachan.,206
5,6,ie,家,いえ,house / home,IE browser at the HOUSE. → ie.,153
5,7,te,手,て,hand,TAY — raise your HAND. → te.,208
5,8,machigai,間違い,まちがい,wrong,MACHI-GAI — that's WRONG. → machigai.,209
5,9,kamoshirenai,かもしれない,かもしれない,might,CAMO? She RENAI — it MIGHT be hidden. → kamoshirenai.,210
5,10,temoii,〜てもいい,〜てもいい,may (permission),TE MO II — you MAY do it. → temoii.,211
5,11,kokoro,心,こころ,mind / heart,COCO-RO — your MIND and heart. → kokoro.,212
5,12,otousan,お父さん,おとうさん,dad / father,OTO-SAN — DAD. → otousan.,199
5,13,mouhitotsu,もう一つ,もうひとつ,another,MOU HITOTSU — ANOTHER one. → mouhitotsu.,214
5,14,okee,オーケー,オーケー,OK,OKEE — OK → okee.,215
5,15,nakya,〜なきゃ,〜なきゃ,have to / gotta,~NAKYA — HAVE TO / gotta → nakya.,14
5,16,shitai,〜したい,〜したい,want to do,~SHITAI — WANT TO DO → shitai.,46
5,17,magaru,曲がる,まがる,turn,MAGA-rine truck has to TURN. → magaru.,218
5,18,juubun,十分,じゅうぶん,enough,JU-BUN — ENOUGH bread. → juubun.,219
5,19,makeru,負ける,まける,lose,MAKE-ru — you LOSE the game. → makeru.,220
5,20,okaasan,お母さん,おかあさん,mother,OKA-SAN — MOTHER. → okaasan.,221
5,21,jibunno,自分の,じぶんの,own,JI-BUN NO — your OWN thing. → jibunno.,222
5,22,mochiron,もちろん,もちろん,of course,MOCHI? Of COURSE! → mochiron.,10
5,23,kinisuru,気にする,きにする,care,KEY NEEDS SURE — I CARE. → kinisuru.,224
5,24,kuso,くそ,くそ,fuck / shit,KUSO — FUCK / shit → kuso.,157
5,25,atama,頭,あたま,head,A TAMA — on your HEAD. → atama.,226
5,26,dore,どれ,どれ,which,DO RE — WHICH one? → dore.,227
5,27,ateru,当てる,あてる,guess,A-TELL — take a GUESS. → ateru.,228
5,28,jigoku,地獄,じごく,hell,JI-GOKU — HELL. → jigoku.,229
5,29,heya,部屋,へや,room,"HEY, YA in the ROOM. → heya.",230
5,30,miru,見る,みる,see / watch,ME-RU — WATCH this. → miru.,48
5,31,sekai,世界,せかい,world,SAY-KAI — the WORLD. → sekai.,232
5,32,jibunjishin,自分自身,じぶんじしん,yourself,JI-BUN JI-SHIN — YOURSELF. → jibunjishin.,233
5,33,kowasu,壊す,こわす,break,KO-WASU — BREAK it. → kowasu.,234
5,34,tsugi,次,つぎ,next,TSU-GI — NEXT please. → tsugi.,235
5,35,shinda,死んだ,しんだ,dead,SHIN-DA — DEAD. → shinda.,236
5,36,hoka,他,ほか,other,HOOK A different OTHER one. → hoka.,147
5,37,suwaru,座る,すわる,sit,SUE-WARU — SIT down. → suwaru.,238
5,38,dareka,誰か,だれか,someone,DARE-KA — SOMEONE there? → dareka.,239
5,39,hontou,本当,ほんとう,really / true,HON-TOU — REAL talk. → hontou.,90
5,40,shigoto,仕事,しごと,work / job,SHE GOes TO WORK. → shigoto.,109
5,41,asa,朝,あさ,morning,AS A morning person… → asa.,
5,42,e,え？,え,huh,EH? — HUH? → e.,243
5,43,mama,ママ,ママ,mom,MAMA — MOM. → mama.,244
5,44,kyou,今日,きょう,today,"""'Kay, YO — do it TODAY."" → kyou.",245
5,45,musuko,息子,むすこ,son,MUSU-KO — SON. → musuko.,246
5,46,wasureru,忘れる,わすれる,forget,WASU-RERU — FORGET it. → wasureru.,247
5,47,nomu,飲む,のむ,drink,NOM — take a DRINK. → nomu.,248
5,48,onaji,同じ,おなじ,same,O-NA-JI — the SAME. → onaji.,249
5,49,konya,今夜,こんや,tonight,KON-YA — TONIGHT. → konya.,250
6,0,akeru,開ける,あける,open,"""A-KEY"" — OPEN the door. → akeru.",251
6,1,shinpai,心配,しんぱい,worry,SHIN-PAI — WORRY. → shinpai.,252
6,2,mondai,問題,もんだい,problem,MONDAI — PROBLEM → mondai.,254
6,3,nayami,悩み,なやみ,worry / concern,NAYAMI — WORRY / concern → nayami.,252
6,4,kangae,考え,かんがえ,idea,KAN-GAE — an IDEA. → kangae.,255
6,5,harau,払う,はらう,pay,HA-RAU — PAY up. → harau.,256
6,6,kanari,かなり,かなり,pretty / quite,CAN-A-RI — PRETTY good. → kanari.,257
6,7,junbi,準備,じゅんび,preparation / ready,JUNBI — PREP / ready → junbi.,258
6,8,zenbu,全部,ぜんぶ,everything,ZEN BU — EVERYTHING. → zenbu.,176
6,9,isshoni,一緒に,いっしょに,together,ISSHO-NI — TOGETHER. → isshoni.,260
6,10,darou,〜だろう,〜だろう,probably / I suppose,~DAROU — I SUPPOSE / probably → darou.,2
6,11,sumimasen,すみません,すみません,excuse me / sorry,SOO-ME-MA-SEN — EXCUSE ME. → sumimasen.,114
6,12,taberu,食べる,たべる,eat,TA-BE-RU — EAT up. → taberu.,263
6,13,jikan,時間,じかん,hour / time,JI-KAN — an HOUR. → jikan.,76
6,14,kazoku,家族,かぞく,family,KA-ZOKU — FAMILY. → kazoku.,265
6,15,kakunin,確認,かくにん,check,KAKU-NIN — CHECK it. → kakunin.,266
6,16,shuu,週,しゅう,week,SHUU — this WEEK. → shuu.,267
6,17,okusan,奥さん,おくさん,wife,OKU-SAN — WIFE (polite). → okusan.,268
6,18,okuru,送る,おくる,send,O-KU-RU — SEND it. → okuru.,269
6,19,aruku,歩く,あるく,walk,A-RU-KU — WALK. → aruku.,270
6,20,sou,〜そう,〜そう,seems / looks like,~SOU — SEEMS / looks like → sou.,
6,21,kekkonsuru,結婚する,けっこんする,marry,KEK-KON — MARRY. → kekkonsuru.,272
6,22,takusan,たくさん,たくさん,much / many,TUCK SUN away — so MANY. → takusan.,129
6,23,tsukau,使う,つかう,use,TSU-KAU — USE it. → tsukau.,274
6,24,kotoba,言葉,ことば,word,KOTO-BA — a WORD. → kotoba.,275
6,25,byou,秒,びょう,second,BYOU — a SECOND. → byou.,276
6,26,josei,女性,じょせい,woman,JOSEI — WOMAN → josei.,184
6,27,nashide,〜なしで,〜なしで,without,NA-SHI-DE — WITHOUT it. → nashide.,278
6,28,tatsu,立つ,たつ,stand,TA-TSU — STAND up. → tatsu.,279
6,29,ichiban,一番,いちばん,number one / most,ICHIBAN — NUMBER ONE / most → ichiban.,280
6,30,aida,間,あいだ,between / while,AIDA — BETWEEN / WHILE → aida.,281
6,31,gakkou,学校,がっこう,school,GAK-KOU — SCHOOL. → gakkou.,282
6,32,ichido,一度,いちど,once,ICHI-DO — ONCE. → ichido.,283
6,33,dareka,誰か,だれか,someone,DARE-KA — SOMEBODY. → dareka.,239
6,34,minna,みんな,みんな,everybody,MIN-NA — EVERYBODY. → minna.,285
6,35,nareru,慣れる,なれる,get used to,NARERU — get USED TO → nareru.,17
6,36,jibun,自分,じぶん,oneself / self,JIBUN — ONESELF → jibun.,2913
6,37,owari,終わり,おわり,end,O-WA-RI — the END. → owari.,288
6,38,mada,まだ,まだ,still / not yet,MADA is STILL not done. → mada.,27
6,39,ashita,明日,あした,tomorrow,"ASH, I'll do that TOMORROW. → ashita.",290
6,40,hanasu,話す,はなす,speak / talk,HA-NA-SU — SPEAK up. → hanasu.,95
6,41,me,目,め,eye,ME — your EYE. → me.,292
6,42,ureshii,嬉しい,うれしい,happy / glad,U-RE-SHII — HAPPY / glad. → ureshii.,293
6,43,kodomo,子供,こども,child,COCO's DOpey MOppet is a CHILD. → kodomo.,294
6,44,shitsumon,質問,しつもん,question,SHITSU-MON — QUESTION. → shitsumon.,295
6,45,kyoudai,兄弟,きょうだい,brother / sibling,KYOU-DAI — BROTHER / sibling. → kyoudai.,296
6,46,neru,寝る,ねる,sleep,NE-RU — SLEEP. → neru.,297
6,47,doa,ドア,ドア,door,DOOR — same word. → doa.,298
6,48,bijinesu,ビジネス,ビジネス,business,BUSINESS — same word. → bijinesu.,299
6,49,jitsuwa,実は,じつは,actually,JITSU-WA — ACTUALLY… → jitsuwa.,300
7,0,oto,音,おと,sound,O-TO — a SOUND. → oto.,301
7,1,kibou,希望,きぼう,hope,KI-BOU — HOPE. → kibou.,302
7,2,mono,もの,もの,thing / stuff,MONO — THING / stuff → mono.,79
7,3,mou,もう,もう,already / anymore,MOU — ALREADY done. → mou.,304
7,4,ataru,当たる,あたる,hit,A-TA-RU — HIT the target. → ataru.,305
7,5,kau,買う,かう,buy,KA-U — BUY it. → kau.,306
7,6,irai,〜以来,〜いらい,since,I-RAI — SINCE then. → irai.,307
7,7,baai,場合,ばあい,case,BA-AI — in that CASE. → baai.,308
7,8,yomu,読む,よむ,read,YO-MU — READ it. → yomu.,309
7,9,okusama,奥様,おくさま,Mrs.,OKU-SAMA — MRS. → okusama.,310
7,10,muzukashii,難しい,むずかしい,hard / difficult,MUZUKASHII — DIFFICULT. → muzukashii.,311
7,11,genin,原因,げんいん,cause,GEN-IN — the CAUSE. → genin.,312
7,12,erabu,選ぶ,えらぶ,choose / pick,ERABU — CHOOSE / pick → erabu.,313
7,13,hitori,一人,ひとり,alone,HI-TO-RI — ALONE. → hitori.,314
7,14,kaku,書く,かく,write,KA-KU — WRITE it. → kaku.,315
7,15,kizutsukeru,傷つける,きずつける,hurt,KI-ZU — HURT someone. → kizutsukeru.,316
7,16,made,〜まで,〜まで,until,MA-DE — UNTIL then. → made.,317
7,17,sukoshi,少し,すこし,a little / few,SU-KO-SHI — a FEW / a little. → sukoshi.,97
7,18,chikushou,畜生,ちくしょう,damn it / fuck,CHIKU-SHOU — DAMN IT / fuck. → chikushou.,157
7,19,hanii,ハニー,ハニー,honey,HONEY — pet name. → hanii.,320
7,20,isha,医者,いしゃ,doctor,I-SHA — DOCTOR. → isha.,321
7,21,torihiki,取引,とりひき,deal,TORI-HIKI — a DEAL. → torihiki.,322
7,22,sensei,先生,せんせい,teacher / Dr.,SEN-SEI — DOCTOR / teacher. → sensei.,323
7,23,ryouhou,両方,りょうほう,both,RYOU-HOU — BOTH sides. → ryouhou.,324
7,24,bubun,部分,ぶぶん,part,BU-BUN — a PART. → bubun.,325
7,25,atode,後で,あとで,later,A-TO-DE — LATER. → atode.,326
7,26,sonna,そんな,そんな,such,SON-NA — SUCH a thing. → sonna.,327
